#OHare:2021utq
#mass, value
14.26621015260737, 7.115573534472006e-49
14.599186524739787, 6.646977121354845e-49
14.939934636052577, 6.241278233075478e-49
15.288635880587295, 5.892435291036366e-49
15.645475886160957, 5.591780297847687e-49
16.010644613183178, 5.33263183132507e-49
16.38433645577985, 5.1095838786380885e-49
16.766750345276993, 4.913457813641759e-49
17.158089856100048, 4.744330626209262e-49
17.55856331414469, 4.596258795342143e-49
17.968383907677193, 4.465924423989889e-49
18.387769800823268, 4.353349181005599e-49
18.816944249705557, 4.2548403963423494e-49
19.256135721291987, 4.168736795256625e-49
19.705578015017984, 4.093882302852334e-49
20.165510387247465, 4.0288157891803775e-49
20.636177678638585, 3.9707460645059314e-49
21.117830444482443, 3.921195191413913e-49
21.610725088083765, 3.877579666467307e-49
22.115123997254887, 3.8404428883400156e-49
22.631295683995297, 3.808909354531776e-49
23.15951492743152, 3.78270194415345e-49
23.70006292009328, 3.7604077141205165e-49
24.25322741760353, 3.741829061792466e-49
24.819302891862552, 3.7269834402667825e-49
25.39859068780724, 3.7154924575933255e-49
25.99139918382933, 3.707818969345064e-49
26.598043955937584, 3.7021808872085326e-49
27.218847945751797, 3.6995739580931624e-49
27.85414163241766, 3.699390214985697e-49
28.504263208534347, 3.701346070672248e-49
29.16955876018796, 3.705972101666786e-49
29.850382451187293, 3.7121079296737195e-49
30.547096711599682, 3.720032575751396e-49
31.260072430687035, 3.73005345795752e-49
31.989689154345378, 3.7425735043638816e-49
32.73633528715244, 3.755674740912369e-49
33.50040829913133, 3.770837078606648e-49
34.282314937339706, 3.787119934507559e-49
35.082471442397924, 3.8053949299566026e-49
35.90130377007068, 3.8250632166225386e-49
36.73924781802074, 3.8457846351364986e-49
37.59674965785467, 3.86831867119552e-49
38.47426577258502, 3.892071057481589e-49
39.372263299634795, 3.9169918724551585e-49
40.29122027951348, 3.943062112708839e-49
41.231625910297524, 3.9702889940870605e-49
42.19398080805024, 3.999713008406521e-49
43.178797273320214, 4.030207792965501e-49
44.18659956385942, 4.061974878995632e-49
45.21792417370702, 4.094522108375219e-49
46.273320118786884, 4.128546563459004e-49
47.35334922917116, 4.16478651472249e-49
48.45858644816496, 4.201716727036032e-49
49.58962013837212, 4.23905987781807e-49
50.74705239490466, 4.280119030978382e-49
51.93149936590212, 4.321853770072215e-49
53.143591580532416, 4.3641706315174046e-49
54.38397428464796, 4.408850293044167e-49
55.65330778427646, 4.455090228974255e-49
56.95226779712825, 4.502261635198612e-49
58.28154581230846, 4.552040291290797e-49
59.641849458424595, 4.6030607982590475e-49
61.03390288028621, 4.655187574885646e-49
62.45844712439618, 4.710568123918284e-49
63.91624053343999, 4.767113910431672e-49
65.40805914998252, 4.824066003725114e-49
66.93469712958661, 4.885274426629217e-49
68.49696716357447, 4.9471961890636636e-49
70.09570091165618, 5.0107384598136785e-49
71.73174944465613, 5.077624692357981e-49
73.40598369757213, 5.144318590600485e-49
75.11929493320969, 5.215452467376904e-49
76.87259521663728, 5.288543606146823e-49
78.66681790071581, 5.363183985598636e-49
80.50291812295981, 5.440405646144973e-49
82.38187331399601, 5.519120441039496e-49
84.30468371788967, 5.601285019800274e-49
86.2723729246145, 5.685064488793187e-49
88.2859884149515, 5.772103865147067e-49
90.34660211810525, 5.861336061311065e-49
92.4553109823357, 5.953463693972195e-49
94.6132375589077, 6.047752194886738e-49
96.82153059967087, 6.1456173172180924e-49
99.08136566858666, 6.245163540796952e-49
101.39394576752917, 6.348739941717575e-49
103.76050197669117, 6.453920520970374e-49
106.18229410993835, 6.56311224827926e-49
108.66061138545969, 6.674620845068809e-49
111.19677311206989, 6.7894366322726754e-49
113.7921293915315, 6.907705100778898e-49
116.44806183726855, 7.02839185487101e-49
119.16598430985587, 7.153225874118402e-49
121.94734366967383, 7.280675591994216e-49
124.79362054713114, 7.412289550341656e-49
127.70633013086434, 7.546701464234191e-49
130.68702297433464, 7.685495249436641e-49
133.73728582124963, 7.826372071313914e-49
136.85874245025178, 7.97237103849253e-49
140.05305453932198, 8.12170489730053e-49
143.32192255035739, 8.27404098611682e-49
146.66708663439687, 8.431756254410764e-49
150.0903275579735, 8.59252733013238e-49
153.5934676510897, 8.758669302788746e-49
157.17837177731627, 8.926927136044139e-49
160.8469483265355, 9.100232569531076e-49
164.60115023085498, 9.278620064840429e-49
168.44297600423153, 9.461012149472153e-49
172.37447080636198, 9.64900985813806e-49
176.39772753140434, 9.839517436448102e-49
180.51488792211083, 1.0035409882335416e-48
184.7281437099634, 1.0237450443760246e-48
189.03973778192216, 1.0443292676833285e-48
193.45196537440444, 1.0654704055687978e-48
197.96717529513327, 1.0871136667778634e-48
202.58777117350172, 1.1093281445470472e-48
207.3162127401229, 1.1321084352934399e-48
212.15501713624502, 1.1552420930575761e-48
217.1067602537265, 1.1790747317746678e-48
222.17407810628848, 1.203566407430375e-48
227.35966823277153, 1.228541203854167e-48
232.6662911331458, 1.2541248422273376e-48
238.09677173803584, 1.2803710131314503e-48
243.6540009125466, 1.3072834233648987e-48
249.3409369951878, 1.334765581451486e-48
255.16060737271837, 1.362863982869711e-48
261.11611009174595, 1.3918504815485055e-48
267.21061550794326, 1.421419853994942e-48
273.447367973758, 1.4515391989851477e-48
279.82968756551156, 1.48264492495421e-48
286.3609718508116, 1.5143993472523624e-48
293.04469769721413, 1.5467212414601896e-48
299.88442312310275, 1.580106427969845e-48
306.8837891917642, 1.6141820152141466e-48
314.04652194967525, 1.648838828786863e-48
321.37643441002757, 1.6846954169656117e-48
328.87742858255103, 1.7212469933158332e-48
336.55349755070944, 1.7584244895337157e-48
344.408727597382, 1.7969134078118634e-48
352.4473003801584, 1.8361072681374204e-48
360.6734951574028, 1.875987526001219e-48
369.09169106627786, 1.9172979699636923e-48
377.7063694539365, 1.959310858382784e-48
386.5221162631262, 2.0020640950923057e-48
395.5436244734702, 2.046437835132501e-48
404.7756965997322, 2.091425853473134e-48
414.2232472483894, 2.137306507531886e-48
423.89130573387786, 2.1849519447636138e-48
433.7850187558989, 2.2331478420323408e-48
443.90965313921663, 2.2824612056311763e-48
454.2705986374043, 2.3334902421354536e-48
464.87337080202565, 2.3851450354794684e-48
475.72361391878894, 2.4381214556532347e-48
486.8271040122279, 2.4927726292798388e-48
498.189751920516, 2.548149302378233e-48
509.81760644204246, 2.605035725432897e-48
521.7168575554349, 2.6634733109420145e-48
533.893839714735, 2.7230675108195615e-48
546.3550352214876, 2.784160414662595e-48
559.1070776755294, 2.8463953364528857e-48
572.1567555063245, 2.910715832607998e-48
585.5110155867238, 2.9759919401946314e-48
599.1769669310619, 3.042388420036522e-48
613.1618844795776, 3.111651471060521e-48
627.4732129711574, 3.181497959672155e-48
642.1185709064758, 3.252938657248528e-48
657.105754603627, 3.3270650849791555e-48
672.442742348425, 3.401868728730422e-48
688.1376986415663, 3.4786915168082645e-48
704.1989785449289, 3.5579116404135387e-48
720.6351321293052, 3.638374969376727e-48
737.4549090259546, 3.72091163715933e-48
754.6672630843887, 3.8050897437008886e-48
772.2813571388642, 3.8920122136985666e-48
790.3065678861348, 3.980106559148704e-48
808.7524908770449, 4.0698939681636874e-48
827.6289456246344, 4.163599893185886e-48
846.9459808314585, 4.257878880834878e-48
866.7138797389233, 4.3545373474106795e-48
886.9431656014705, 4.454653960212205e-48
907.6446072885357, 4.5558786740289703e-48
928.8292250172499, 4.65987748630323e-48
950.5082962189502, 4.76618065431727e-48
972.6933615426169, 4.875625336121442e-48
995.3962309984233, 4.986602580571811e-48
1018.6289902446865, 5.0997009772590525e-48
1042.4040070215558, 5.217888963473393e-48
1066.7339377348571, 5.336646101238495e-48
1091.6317341936146, 5.4584328679420554e-48
1117.1106505048242, 5.58464074575235e-48
1143.1842501291503, 5.712244497751646e-48
1169.8664131013056, 5.843240963264294e-48
1197.1713434189658, 5.97706112125649e-48
1225.1135766041177, 6.115083142248495e-48
1253.7079874409196, 6.254805640446477e-48
1282.9697978941476, 6.397489163195318e-48
1312.9145852124652, 6.546300942689212e-48
1343.5582902208262, 6.695887753221386e-48
1374.9172258064204, 6.849442987771956e-48
1407.0080856026836, 7.008109481072097e-48
1439.8479528760065, 7.169557472868425e-48
1473.4543096198342, 7.334186995620738e-48
1507.845045861051, 7.501931761393531e-48
1543.0384691835645, 7.676707348032896e-48
1579.0533144741757, 7.852564913845916e-48
1615.908753895919, 8.032671171218517e-48
1653.6244070941789, 8.219932547645878e-48
1692.2203516410354, 8.40869840559703e-48
1731.7171337233528, 8.602626597949235e-48
1772.1357790803584, 8.801062943174486e-48
1813.4978041964953, 9.005337190072216e-48
1855.8252277555189, 9.21216906546769e-48
1899.1405823619355, 9.423394355817005e-48
1943.4669265360183, 9.64387330888197e-48
1988.8278569888078, 9.865426989817064e-48
2035.2475211835756, 1.0092785844324068e-47
2082.750630190514, 1.0327507841649962e-47
2131.3624718414376, 1.0567065545350803e-47
2181.10892419152, 1.081023192916832e-47
2232.0164692952344, 1.1058546417976606e-47
2284.1122073038255, 1.1317631266285892e-47
2337.4238708918124, 1.157782016373297e-47
2391.979840020237, 1.1844741146306697e-47
2447.8091570444403, 1.2121615661591953e-47
2504.9415421745025, 1.2401928914200133e-47
2563.407409296515, 1.2688573662935074e-47
2623.2378821631237, 1.2981016764029611e-47
2684.464810961965, 1.3284809113203353e-47
2747.120789270809, 1.3590738239622142e-47
2811.239171408461, 1.3904019258569142e-47
2876.8540901905913, 1.4230147339448778e-47
2944.000475100034, 1.455864286061809e-47
3012.7140708811644, 1.489597562800427e-47
3083.031456568277, 1.5241052710763616e-47
3154.9900649580886, 1.559682707257399e-47
3228.628202536727, 1.5956543121261155e-47
3303.9850698718546, 1.6324314354305703e-47
3381.100782480682, 1.6708132588366876e-47
3460.016392185109, 1.709373104980519e-47
3540.7739089652696, 1.749019211719862e-47
3623.4163233231498, 1.7896792753807914e-47
3707.9876291681726, 1.8314222166064373e-47
3794.5328472369424, 1.8737092534246185e-47
3883.098049059601, 1.9168847732071798e-47
3973.730381485604, 1.9620123996905828e-47
4066.478091781854, 2.0073238836352725e-47
4161.390553316707, 2.0538425027879055e-47
4258.518291843415, 2.101795490366349e-47
4357.91301239703, 2.1507993810282978e-47
4459.627626819096, 2.200488853779703e-47
4563.716281924754, 2.251285630353161e-47
4670.234388327331, 2.304291612462614e-47
4779.238649935595, 2.3575053745516334e-47
4890.7870941395895, 2.4121000740717456e-47
5004.939102700953, 2.468623692487869e-47
5121.755443364242, 2.5261683835291102e-47
5241.298302206062, 2.5845794549953635e-47
5363.6313167392345, 2.644312627888208e-47
5488.819609789666, 2.7065697212229733e-47
5616.9298241638035, 2.7690735344348055e-47
5748.030158125351, 2.8332305745223635e-47
5882.190401699956, 2.89975454892467e-47
6019.4819738272745, 2.9672643698818567e-47
6159.977960380169, 3.0360073595478147e-47
6303.753153071281, 3.1062319441773245e-47
6450.884089267686, 3.1793626759802977e-47
6601.449092734883, 3.252829333455914e-47
6755.5283153316395, 3.3281892776538506e-47
6913.203779678128, 3.4064559995889933e-47
7074.559422819879, 3.485678250092646e-47
7239.681140910877, 3.566545322011431e-47
7408.6568349395675, 3.649118503530282e-47
7581.576457522103, 3.735025683047689e-47
7758.5320607878275, 3.8213805379300797e-47
7939.617845382276, 3.909906240604361e-47
8124.930210614048, 4.001974261088021e-47
8314.567805772063, 4.094962145606006e-47
8508.63158264058, 4.190076863925346e-47
8707.224849239921, 4.2871991591492015e-47
8910.453324821503, 4.38808071885431e-47
9118.425196146562, 4.489587655713317e-47
9331.25117507824, 4.593587364996296e-47
9549.044557518078, 4.701876380638005e-47
9771.921283717997, 4.811042124526882e-47
10000.0, 4.92290138927495e-47
