Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
300.00	718.33	19.738	0.050665	3.8142	7.4537	18.070	18.257	38.327	616.44	-0.065651	225.67	0.053899	supercritical
300.00	720.00	19.745	0.050647	3.8113	7.4579	18.056	18.260	38.315	616.93	-0.065745	225.94	0.053943	supercritical
300.00	721.67	19.752	0.050629	3.8083	7.4621	18.042	18.263	38.303	617.42	-0.065838	226.20	0.053988	supercritical
300.00	723.33	19.758	0.050611	3.8054	7.4663	18.028	18.266	38.290	617.91	-0.065931	226.46	0.054032	supercritical
300.00	725.00	19.765	0.050593	3.8025	7.4705	18.014	18.270	38.278	618.39	-0.066024	226.73	0.054076	supercritical
300.00	726.67	19.772	0.050576	3.7995	7.4747	18.000	18.273	38.266	618.88	-0.066116	226.99	0.054121	supercritical
300.00	728.33	19.779	0.050558	3.7966	7.4789	17.986	18.276	38.254	619.37	-0.066207	227.25	0.054165	supercritical
300.00	730.00	19.786	0.050540	3.7937	7.4831	17.972	18.280	38.241	619.85	-0.066298	227.51	0.054209	supercritical
300.00	731.67	19.793	0.050523	3.7908	7.4874	17.958	18.283	38.229	620.34	-0.066389	227.78	0.054253	supercritical
300.00	733.33	19.800	0.050505	3.7879	7.4916	17.944	18.286	38.217	620.82	-0.066480	228.04	0.054297	supercritical
300.00	735.00	19.807	0.050487	3.7850	7.4958	17.930	18.290	38.206	621.30	-0.066570	228.30	0.054341	supercritical
300.00	736.67	19.814	0.050470	3.7821	7.5001	17.916	18.293	38.194	621.78	-0.066659	228.56	0.054385	supercritical
300.00	738.33	19.821	0.050452	3.7792	7.5043	17.902	18.296	38.182	622.26	-0.066748	228.82	0.054429	supercritical
300.00	740.00	19.827	0.050435	3.7764	7.5086	17.888	18.300	38.170	622.74	-0.066837	229.09	0.054473	supercritical
300.00	741.67	19.834	0.050418	3.7735	7.5128	17.875	18.303	38.158	623.22	-0.066925	229.35	0.054517	supercritical
300.00	743.33	19.841	0.050400	3.7707	7.5171	17.861	18.306	38.147	623.70	-0.067013	229.61	0.054560	supercritical
300.00	745.00	19.848	0.050383	3.7678	7.5213	17.847	18.309	38.135	624.18	-0.067101	229.87	0.054604	supercritical
300.00	746.67	19.855	0.050366	3.7650	7.5256	17.833	18.313	38.123	624.66	-0.067188	230.13	0.054648	supercritical
300.00	748.33	19.861	0.050349	3.7621	7.5299	17.819	18.316	38.112	625.14	-0.067275	230.39	0.054691	supercritical
300.00	750.00	19.868	0.050332	3.7593	7.5342	17.806	18.319	38.100	625.61	-0.067361	230.65	0.054735	supercritical
300.00	751.67	19.875	0.050315	3.7565	7.5384	17.792	18.323	38.089	626.09	-0.067447	230.91	0.054778	supercritical
300.00	753.33	19.882	0.050298	3.7536	7.5427	17.778	18.326	38.078	626.56	-0.067533	231.17	0.054822	supercritical
300.00	755.00	19.888	0.050281	3.7508	7.5470	17.765	18.329	38.066	627.04	-0.067618	231.43	0.054865	supercritical
300.00	756.67	19.895	0.050264	3.7480	7.5513	17.751	18.332	38.055	627.51	-0.067703	231.69	0.054909	supercritical
300.00	758.33	19.902	0.050247	3.7452	7.5556	17.737	18.336	38.044	627.98	-0.067788	231.95	0.054952	supercritical
300.00	760.00	19.908	0.050230	3.7424	7.5599	17.724	18.339	38.033	628.45	-0.067872	232.21	0.054995	supercritical
300.00	761.67	19.915	0.050213	3.7396	7.5642	17.710	18.342	38.021	628.92	-0.067956	232.47	0.055038	supercritical
300.00	763.33	19.922	0.050196	3.7369	7.5685	17.697	18.345	38.010	629.39	-0.068039	232.73	0.055082	supercritical
300.00	765.00	19.928	0.050180	3.7341	7.5728	17.683	18.349	37.999	629.86	-0.068122	232.99	0.055125	supercritical
300.00	766.67	19.935	0.050163	3.7313	7.5771	17.670	18.352	37.988	630.33	-0.068205	233.25	0.055168	supercritical
300.00	768.33	19.942	0.050146	3.7285	7.5815	17.656	18.355	37.977	630.80	-0.068287	233.51	0.055211	supercritical
300.00	770.00	19.948	0.050130	3.7258	7.5858	17.643	18.358	37.967	631.27	-0.068369	233.77	0.055254	supercritical
300.00	771.67	19.955	0.050113	3.7230	7.5901	17.629	18.362	37.956	631.74	-0.068450	234.03	0.055297	supercritical
300.00	773.33	19.961	0.050097	3.7203	7.5944	17.616	18.365	37.945	632.20	-0.068532	234.29	0.055339	supercritical
300.00	775.00	19.968	0.050080	3.7176	7.5988	17.603	18.368	37.934	632.67	-0.068613	234.55	0.055382	supercritical
300.00	776.67	19.974	0.050064	3.7148	7.6031	17.589	18.371	37.923	633.13	-0.068693	234.81	0.055425	supercritical
300.00	778.33	19.981	0.050048	3.7121	7.6075	17.576	18.375	37.913	633.60	-0.068773	235.07	0.055468	supercritical
300.00	780.00	19.987	0.050031	3.7094	7.6118	17.563	18.378	37.902	634.06	-0.068853	235.33	0.055510	supercritical
300.00	781.67	19.994	0.050015	3.7067	7.6162	17.549	18.381	37.892	634.52	-0.068933	235.59	0.055553	supercritical
300.00	783.33	20.000	0.049999	3.7039	7.6205	17.536	18.384	37.881	634.99	-0.069012	235.84	0.055596	supercritical
300.00	785.00	20.007	0.049983	3.7012	7.6249	17.523	18.387	37.871	635.45	-0.069091	236.10	0.055638	supercritical
300.00	786.67	20.013	0.049966	3.6985	7.6292	17.510	18.391	37.860	635.91	-0.069169	236.36	0.055681	supercritical
300.00	788.33	20.020	0.049950	3.6959	7.6336	17.497	18.394	37.850	636.37	-0.069247	236.62	0.055723	supercritical
300.00	790.00	20.026	0.049934	3.6932	7.6380	17.483	18.397	37.839	636.83	-0.069325	236.88	0.055765	supercritical
300.00	791.67	20.033	0.049918	3.6905	7.6424	17.470	18.400	37.829	637.29	-0.069403	237.13	0.055808	supercritical
300.00	793.33	20.039	0.049902	3.6878	7.6467	17.457	18.404	37.819	637.75	-0.069480	237.39	0.055850	supercritical
300.00	795.00	20.046	0.049886	3.6852	7.6511	17.444	18.407	37.809	638.20	-0.069557	237.65	0.055892	supercritical
300.00	796.67	20.052	0.049870	3.6825	7.6555	17.431	18.410	37.798	638.66	-0.069633	237.91	0.055935	supercritical
300.00	798.33	20.058	0.049855	3.6798	7.6599	17.418	18.413	37.788	639.12	-0.069709	238.16	0.055977	supercritical
300.00	800.00	20.065	0.049839	3.6772	7.6643	17.405	18.416	37.778	639.57	-0.069785	238.42	0.056019	supercritical
300.00	801.67	20.071	0.049823	3.6745	7.6687	17.392	18.419	37.768	640.03	-0.069861	238.68	0.056061	supercritical
300.00	803.33	20.077	0.049807	3.6719	7.6731	17.379	18.423	37.758	640.48	-0.069936	238.94	0.056103	supercritical
300.00	805.00	20.084	0.049791	3.6693	7.6775	17.366	18.426	37.748	640.94	-0.070011	239.19	0.056145	supercritical
300.00	806.67	20.090	0.049776	3.6666	7.6819	17.353	18.429	37.738	641.39	-0.070085	239.45	0.056187	supercritical
300.00	808.33	20.096	0.049760	3.6640	7.6863	17.340	18.432	37.728	641.84	-0.070160	239.71	0.056229	supercritical
300.00	810.00	20.103	0.049745	3.6614	7.6907	17.327	18.435	37.718	642.29	-0.070234	239.96	0.056271	supercritical
300.00	811.67	20.109	0.049729	3.6588	7.6951	17.314	18.439	37.709	642.75	-0.070307	240.22	0.056312	supercritical
300.00	813.33	20.115	0.049713	3.6562	7.6995	17.301	18.442	37.699	643.20	-0.070381	240.48	0.056354	supercritical
300.00	815.00	20.122	0.049698	3.6536	7.7040	17.288	18.445	37.689	643.65	-0.070454	240.73	0.056396	supercritical
300.00	816.67	20.128	0.049682	3.6510	7.7084	17.275	18.448	37.679	644.10	-0.070526	240.99	0.056438	supercritical
300.00	818.33	20.134	0.049667	3.6484	7.7128	17.262	18.451	37.670	644.55	-0.070599	241.25	0.056479	supercritical
300.00	820.00	20.140	0.049652	3.6458	7.7173	17.250	18.454	37.660	644.99	-0.070671	241.50	0.056521	supercritical
300.00	821.67	20.147	0.049636	3.6432	7.7217	17.237	18.458	37.651	645.44	-0.070743	241.76	0.056562	supercritical
300.00	823.33	20.153	0.049621	3.6407	7.7261	17.224	18.461	37.641	645.89	-0.070814	242.01	0.056604	supercritical
300.00	825.00	20.159	0.049606	3.6381	7.7306	17.211	18.464	37.632	646.33	-0.070886	242.27	0.056645	supercritical
300.00	826.67	20.165	0.049591	3.6355	7.7350	17.199	18.467	37.622	646.78	-0.070957	242.53	0.056687	supercritical
300.00	828.33	20.171	0.049575	3.6330	7.7395	17.186	18.470	37.613	647.23	-0.071027	242.78	0.056728	supercritical
300.00	830.00	20.177	0.049560	3.6304	7.7439	17.173	18.473	37.603	647.67	-0.071098	243.04	0.056769	supercritical
300.00	831.67	20.184	0.049545	3.6279	7.7484	17.161	18.476	37.594	648.11	-0.071168	243.29	0.056811	supercritical
300.00	833.33	20.190	0.049530	3.6253	7.7529	17.148	18.480	37.585	648.56	-0.071237	243.55	0.056852	supercritical
300.00	835.00	20.196	0.049515	3.6228	7.7573	17.135	18.483	37.575	649.00	-0.071307	243.80	0.056893	supercritical
300.00	836.67	20.202	0.049500	3.6203	7.7618	17.123	18.486	37.566	649.44	-0.071376	244.06	0.056934	supercritical
300.00	838.33	20.208	0.049485	3.6178	7.7663	17.110	18.489	37.557	649.88	-0.071445	244.31	0.056975	supercritical
300.00	840.00	20.214	0.049470	3.6152	7.7707	17.098	18.492	37.548	650.33	-0.071514	244.57	0.057016	supercritical
300.00	841.67	20.220	0.049455	3.6127	7.7752	17.085	18.495	37.539	650.77	-0.071582	244.82	0.057057	supercritical
300.00	843.33	20.226	0.049440	3.6102	7.7797	17.072	18.498	37.530	651.21	-0.071650	245.08	0.057098	supercritical
300.00	845.00	20.232	0.049426	3.6077	7.7842	17.060	18.502	37.520	651.65	-0.071718	245.33	0.057139	supercritical
300.00	846.67	20.239	0.049411	3.6052	7.7887	17.047	18.505	37.511	652.08	-0.071786	245.59	0.057180	supercritical
300.00	848.33	20.245	0.049396	3.6027	7.7931	17.035	18.508	37.502	652.52	-0.071853	245.84	0.057221	supercritical
300.00	850.00	20.251	0.049381	3.6002	7.7976	17.022	18.511	37.493	652.96	-0.071920	246.09	0.057262	supercritical
300.00	851.67	20.257	0.049367	3.5977	7.8021	17.010	18.514	37.485	653.40	-0.071987	246.35	0.057303	supercritical
300.00	853.33	20.263	0.049352	3.5953	7.8066	16.998	18.517	37.476	653.83	-0.072053	246.60	0.057343	supercritical
300.00	855.00	20.269	0.049337	3.5928	7.8111	16.985	18.520	37.467	654.27	-0.072119	246.86	0.057384	supercritical
300.00	856.67	20.275	0.049323	3.5903	7.8156	16.973	18.523	37.458	654.71	-0.072185	247.11	0.057425	supercritical
300.00	858.33	20.281	0.049308	3.5879	7.8201	16.960	18.526	37.449	655.14	-0.072251	247.36	0.057465	supercritical
300.00	860.00	20.287	0.049294	3.5854	7.8247	16.948	18.530	37.441	655.57	-0.072316	247.62	0.057506	supercritical
300.00	861.67	20.293	0.049279	3.5829	7.8292	16.936	18.533	37.432	656.01	-0.072382	247.87	0.057546	supercritical
300.00	863.33	20.298	0.049265	3.5805	7.8337	16.923	18.536	37.423	656.44	-0.072447	248.13	0.057587	supercritical
300.00	865.00	20.304	0.049250	3.5781	7.8382	16.911	18.539	37.415	656.87	-0.072511	248.38	0.057627	supercritical
300.00	866.67	20.310	0.049236	3.5756	7.8427	16.899	18.542	37.406	657.31	-0.072576	248.63	0.057668	supercritical
300.00	868.33	20.316	0.049222	3.5732	7.8473	16.887	18.545	37.397	657.74	-0.072640	248.89	0.057708	supercritical
300.00	870.00	20.322	0.049207	3.5708	7.8518	16.874	18.548	37.389	658.17	-0.072704	249.14	0.057748	supercritical
300.00	871.67	20.328	0.049193	3.5683	7.8563	16.862	18.551	37.380	658.60	-0.072767	249.39	0.057789	supercritical
300.00	873.33	20.334	0.049179	3.5659	7.8609	16.850	18.554	37.372	659.03	-0.072831	249.65	0.057829	supercritical
300.00	875.00	20.340	0.049164	3.5635	7.8654	16.838	18.557	37.363	659.46	-0.072894	249.90	0.057869	supercritical
300.00	876.67	20.346	0.049150	3.5611	7.8699	16.826	18.560	37.355	659.89	-0.072957	250.15	0.057909	supercritical
300.00	878.33	20.352	0.049136	3.5587	7.8745	16.813	18.563	37.347	660.32	-0.073019	250.40	0.057949	supercritical
300.00	880.00	20.357	0.049122	3.5563	7.8790	16.801	18.567	37.338	660.74	-0.073082	250.66	0.057989	supercritical
300.00	881.67	20.363	0.049108	3.5539	7.8836	16.789	18.570	37.330	661.17	-0.073144	250.91	0.058029	supercritical
300.00	883.33	20.369	0.049094	3.5515	7.8881	16.777	18.573	37.322	661.60	-0.073206	251.16	0.058069	supercritical
300.00	885.00	20.375	0.049080	3.5491	7.8927	16.765	18.576	37.313	662.02	-0.073267	251.41	0.058109	supercritical
300.00	886.67	20.381	0.049066	3.5467	7.8972	16.753	18.579	37.305	662.45	-0.073329	251.67	0.058149	supercritical
300.00	888.33	20.387	0.049052	3.5444	7.9018	16.741	18.582	37.297	662.87	-0.073390	251.92	0.058189	supercritical
300.00	890.00	20.392	0.049038	3.5420	7.9064	16.729	18.585	37.289	663.30	-0.073451	252.17	0.058229	supercritical
300.00	891.67	20.398	0.049024	3.5396	7.9109	16.717	18.588	37.281	663.72	-0.073511	252.42	0.058269	supercritical
300.00	893.33	20.404	0.049010	3.5373	7.9155	16.705	18.591	37.273	664.15	-0.073572	252.68	0.058309	supercritical
300.00	895.00	20.410	0.048996	3.5349	7.9201	16.693	18.594	37.264	664.57	-0.073632	252.93	0.058348	supercritical
300.00	896.67	20.415	0.048982	3.5325	7.9246	16.681	18.597	37.256	664.99	-0.073692	253.18	0.058388	supercritical
300.00	898.33	20.421	0.048969	3.5302	7.9292	16.669	18.600	37.248	665.41	-0.073752	253.43	0.058428	supercritical
300.00	900.00	20.427	0.048955	3.5279	7.9338	16.657	18.603	37.240	665.83	-0.073811	253.68	0.058467	supercritical
300.00	901.67	20.433	0.048941	3.5255	7.9384	16.645	18.606	37.232	666.26	-0.073871	253.93	0.058507	supercritical
300.00	903.33	20.438	0.048928	3.5232	7.9430	16.633	18.609	37.225	666.68	-0.073930	254.19	0.058547	supercritical
300.00	905.00	20.444	0.048914	3.5208	7.9476	16.621	18.612	37.217	667.10	-0.073989	254.44	0.058586	supercritical
300.00	906.67	20.450	0.048900	3.5185	7.9521	16.609	18.615	37.209	667.51	-0.074047	254.69	0.058626	supercritical
300.00	908.33	20.455	0.048887	3.5162	7.9567	16.597	18.618	37.201	667.93	-0.074106	254.94	0.058665	supercritical
300.00	910.00	20.461	0.048873	3.5139	7.9613	16.586	18.621	37.193	668.35	-0.074164	255.19	0.058704	supercritical
300.00	911.67	20.467	0.048860	3.5116	7.9659	16.574	18.624	37.185	668.77	-0.074222	255.44	0.058744	supercritical
300.00	913.33	20.472	0.048846	3.5093	7.9705	16.562	18.627	37.178	669.19	-0.074280	255.69	0.058783	supercritical
300.00	915.00	20.478	0.048833	3.5070	7.9751	16.550	18.630	37.170	669.60	-0.074337	255.94	0.058822	supercritical
300.00	916.67	20.484	0.048819	3.5047	7.9797	16.538	18.633	37.162	670.02	-0.074394	256.20	0.058862	supercritical
300.00	918.33	20.489	0.048806	3.5024	7.9844	16.527	18.636	37.155	670.44	-0.074451	256.45	0.058901	supercritical
300.00	920.00	20.495	0.048792	3.5001	7.9890	16.515	18.639	37.147	670.85	-0.074508	256.70	0.058940	supercritical
300.00	921.67	20.501	0.048779	3.4978	7.9936	16.503	18.642	37.139	671.27	-0.074565	256.95	0.058979	supercritical
300.00	923.33	20.506	0.048766	3.4955	7.9982	16.492	18.645	37.132	671.68	-0.074621	257.20	0.059018	supercritical
300.00	925.00	20.512	0.048752	3.4932	8.0028	16.480	18.648	37.124	672.09	-0.074678	257.45	0.059057	supercritical
300.00	926.67	20.517	0.048739	3.4910	8.0074	16.468	18.651	37.117	672.51	-0.074734	257.70	0.059096	supercritical
300.00	928.33	20.523	0.048726	3.4887	8.0121	16.457	18.654	37.109	672.92	-0.074789	257.95	0.059135	supercritical
300.00	930.00	20.529	0.048712	3.4864	8.0167	16.445	18.657	37.102	673.33	-0.074845	258.20	0.059174	supercritical
300.00	931.67	20.534	0.048699	3.4842	8.0213	16.433	18.660	37.094	673.74	-0.074900	258.45	0.059213	supercritical
300.00	933.33	20.540	0.048686	3.4819	8.0259	16.422	18.663	37.087	674.16	-0.074955	258.70	0.059252	supercritical
300.00	935.00	20.545	0.048673	3.4797	8.0306	16.410	18.666	37.080	674.57	-0.075010	258.95	0.059291	supercritical
300.00	936.67	20.551	0.048660	3.4774	8.0352	16.398	18.669	37.072	674.98	-0.075065	259.20	0.059330	supercritical
300.00	938.33	20.556	0.048647	3.4752	8.0399	16.387	18.672	37.065	675.39	-0.075120	259.45	0.059369	supercritical
300.00	940.00	20.562	0.048634	3.4729	8.0445	16.375	18.675	37.058	675.80	-0.075174	259.70	0.059407	supercritical
300.00	941.67	20.567	0.048621	3.4707	8.0491	16.364	18.678	37.050	676.21	-0.075228	259.95	0.059446	supercritical
300.00	943.33	20.573	0.048608	3.4685	8.0538	16.352	18.681	37.043	676.61	-0.075282	260.20	0.059485	supercritical
300.00	945.00	20.578	0.048595	3.4662	8.0584	16.341	18.684	37.036	677.02	-0.075336	260.45	0.059523	supercritical
300.00	946.67	20.584	0.048582	3.4640	8.0631	16.329	18.687	37.029	677.43	-0.075389	260.70	0.059562	supercritical
300.00	948.33	20.589	0.048569	3.4618	8.0677	16.318	18.690	37.021	677.84	-0.075443	260.95	0.059600	supercritical
300.00	950.00	20.595	0.048556	3.4596	8.0724	16.306	18.693	37.014	678.24	-0.075496	261.20	0.059639	supercritical
300.00	951.67	20.600	0.048543	3.4574	8.0771	16.295	18.696	37.007	678.65	-0.075549	261.45	0.059677	supercritical
300.00	953.33	20.606	0.048530	3.4552	8.0817	16.283	18.699	37.000	679.06	-0.075602	261.70	0.059716	supercritical
300.00	955.00	20.611	0.048517	3.4530	8.0864	16.272	18.702	36.993	679.46	-0.075654	261.95	0.059754	supercritical
300.00	956.67	20.617	0.048505	3.4508	8.0911	16.261	18.705	36.986	679.87	-0.075707	262.20	0.059793	supercritical
300.00	958.33	20.622	0.048492	3.4486	8.0957	16.249	18.708	36.979	680.27	-0.075759	262.44	0.059831	supercritical
300.00	960.00	20.627	0.048479	3.4464	8.1004	16.238	18.711	36.972	680.67	-0.075811	262.69	0.059869	supercritical
300.00	961.67	20.633	0.048466	3.4442	8.1051	16.227	18.714	36.965	681.08	-0.075862	262.94	0.059908	supercritical
300.00	963.33	20.638	0.048454	3.4420	8.1097	16.215	18.717	36.958	681.48	-0.075914	263.19	0.059946	supercritical
300.00	965.00	20.644	0.048441	3.4399	8.1144	16.204	18.720	36.951	681.88	-0.075965	263.44	0.059984	supercritical
300.00	966.67	20.649	0.048428	3.4377	8.1191	16.193	18.723	36.944	682.29	-0.076017	263.69	0.060022	supercritical
300.00	968.33	20.654	0.048416	3.4355	8.1238	16.181	18.726	36.937	682.69	-0.076068	263.94	0.060061	supercritical
300.00	970.00	20.660	0.048403	3.4333	8.1285	16.170	18.729	36.930	683.09	-0.076119	264.19	0.060099	supercritical
300.00	971.67	20.665	0.048391	3.4312	8.1331	16.159	18.732	36.924	683.49	-0.076169	264.44	0.060137	supercritical
300.00	973.33	20.670	0.048378	3.4290	8.1378	16.148	18.734	36.917	683.89	-0.076220	264.68	0.060175	supercritical
300.00	975.00	20.676	0.048366	3.4269	8.1425	16.136	18.737	36.910	684.29	-0.076270	264.93	0.060213	supercritical
300.00	976.67	20.681	0.048353	3.4247	8.1472	16.125	18.740	36.903	684.69	-0.076320	265.18	0.060251	supercritical
300.00	978.33	20.687	0.048341	3.4226	8.1519	16.114	18.743	36.896	685.09	-0.076370	265.43	0.060289	supercritical
300.00	980.00	20.692	0.048328	3.4204	8.1566	16.103	18.746	36.890	685.49	-0.076420	265.68	0.060327	supercritical
300.00	981.67	20.697	0.048316	3.4183	8.1613	16.091	18.749	36.883	685.88	-0.076469	265.93	0.060365	supercritical
300.00	983.33	20.702	0.048303	3.4162	8.1660	16.080	18.752	36.876	686.28	-0.076519	266.17	0.060402	supercritical
300.00	985.00	20.708	0.048291	3.4140	8.1707	16.069	18.755	36.870	686.68	-0.076568	266.42	0.060440	supercritical
300.00	986.67	20.713	0.048279	3.4119	8.1754	16.058	18.758	36.863	687.08	-0.076617	266.67	0.060478	supercritical
300.00	988.33	20.718	0.048266	3.4098	8.1801	16.047	18.761	36.856	687.47	-0.076666	266.92	0.060516	supercritical
300.00	990.00	20.724	0.048254	3.4077	8.1848	16.036	18.764	36.850	687.87	-0.076714	267.17	0.060554	supercritical
300.00	991.67	20.729	0.048242	3.4056	8.1896	16.025	18.767	36.843	688.26	-0.076763	267.41	0.060591	supercritical
300.00	993.33	20.734	0.048230	3.4034	8.1943	16.014	18.769	36.837	688.66	-0.076811	267.66	0.060629	supercritical
300.00	995.00	20.739	0.048218	3.4013	8.1990	16.003	18.772	36.830	689.05	-0.076859	267.91	0.060667	supercritical
300.00	996.67	20.745	0.048205	3.3992	8.2037	15.991	18.775	36.824	689.45	-0.076907	268.16	0.060704	supercritical
300.00	998.33	20.750	0.048193	3.3971	8.2084	15.980	18.778	36.817	689.84	-0.076955	268.40	0.060742	supercritical
300.00	1000.0	20.755	0.048181	3.3950	8.2131	15.969	18.781	36.811	690.23	-0.077003	268.65	0.060779	supercritical
